"corp","StayID","room_use","date_occupied"
"B",395,"double_room",2017-07-06
"B",396,"single_room",2017-12-20
"B",396,"single_room",2017-12-21
"B",396,"single_room",2017-12-22
"B",396,"single_room",2017-12-23
"B",396,"single_room",2017-12-24
"E",397,"single_room",2016-08-05
"E",397,"single_room",2016-08-06
"A",398,"double_room",2020-12-22
"A",398,"double_room",2020-12-23
"A",398,"double_room",2020-12-24
"E",399,"economy_room",2020-04-13
"E",399,"economy_room",2020-04-14
"E",399,"economy_room",2020-04-15
"A",400,"single_room",2019-12-03
"A",400,"single_room",2019-12-04
"E",401,"single_room",2020-03-24
"E",401,"single_room",2020-03-25
"E",401,"single_room",2020-03-26
"C",402,"single_room",2018-03-06
"C",402,"single_room",2018-03-07
"B",403,"suite_room",2017-04-27
"B",403,"suite_room",2017-04-28
"B",403,"suite_room",2017-04-29
"D",404,"suite_room",2020-04-14
"D",404,"suite_room",2020-04-15
"D",404,"suite_room",2020-04-16
"D",404,"suite_room",2020-04-17
"A",405,"economy_room",2019-07-15
"A",405,"economy_room",2019-07-16
"E",406,"single_room",2019-09-30
"E",406,"single_room",2019-10-01
"E",406,"single_room",2019-10-02
"E",406,"single_room",2019-10-03
"E",406,"single_room",2019-10-04
"E",406,"single_room",2019-10-05
"E",406,"single_room",2019-10-06
"A",407,"economy_room",2018-08-14
"A",407,"economy_room",2018-08-15
"A",407,"economy_room",2018-08-16
"A",407,"economy_room",2018-08-17
"E",408,"double_room",2020-05-03
"E",408,"double_room",2020-05-04
"E",408,"double_room",2020-05-05
"E",408,"double_room",2020-05-06
"E",408,"double_room",2020-05-07
"E",408,"double_room",2020-05-08
"E",408,"double_room",2020-05-09
"B",409,"economy_room",2015-07-27
"B",409,"economy_room",2015-07-28
"B",409,"economy_room",2015-07-29
"D",410,"single_room",2015-01-28
"D",410,"single_room",2015-01-29
"D",410,"single_room",2015-01-30
"B",411,"single_room",2017-08-17
"B",411,"single_room",2017-08-18
"B",411,"single_room",2017-08-19
"B",411,"single_room",2017-08-20
"B",411,"single_room",2017-08-21
"B",411,"single_room",2017-08-22
"E",412,"economy_room",2019-06-30
"E",412,"economy_room",2019-07-01
"E",412,"economy_room",2019-07-02
"E",412,"economy_room",2019-07-03
"E",412,"economy_room",2019-07-04
"E",412,"economy_room",2019-07-05
"B",413,"single_room",2017-05-05
"B",413,"single_room",2017-05-06
"B",413,"single_room",2017-05-07
"C",414,"single_room",2019-01-27
"C",414,"single_room",2019-01-28
"C",414,"single_room",2019-01-29
"C",414,"single_room",2019-01-30
"C",414,"single_room",2019-01-31
"C",415,"double_room",2017-12-02
"C",415,"double_room",2017-12-03
"C",415,"double_room",2017-12-04
"C",415,"double_room",2017-12-05
"D",416,"single_room",2018-02-06
"D",416,"single_room",2018-02-07
"D",416,"single_room",2018-02-08
"C",417,"single_room",2019-08-08
"C",417,"single_room",2019-08-09
"D",418,"single_room",2020-10-16
"D",418,"single_room",2020-10-17
"D",418,"single_room",2020-10-18
"D",418,"single_room",2020-10-19
"D",418,"single_room",2020-10-20
"D",418,"single_room",2020-10-21
"D",418,"single_room",2020-10-22
"D",418,"single_room",2020-10-23
"A",419,"economy_room",2015-05-03
"A",419,"economy_room",2015-05-04
"A",419,"economy_room",2015-05-05
"A",419,"economy_room",2015-05-06
"C",420,"double_room",2020-09-30
"C",420,"double_room",2020-10-01
"C",420,"double_room",2020-10-02
"C",420,"double_room",2020-10-03
"C",420,"double_room",2020-10-04
"A",421,"single_room",2018-08-10
"A",421,"single_room",2018-08-11
"A",421,"single_room",2018-08-12
"C",422,"suite_room",2015-08-24
"C",422,"suite_room",2015-08-25
"C",422,"suite_room",2015-08-26
"C",422,"suite_room",2015-08-27
"D",423,"double_room",2017-11-06
"D",423,"double_room",2017-11-07
"D",423,"double_room",2017-11-08
"D",423,"double_room",2017-11-09
"D",423,"double_room",2017-11-10
"E",424,"single_room",2016-06-08
"E",424,"single_room",2016-06-09
"E",424,"single_room",2016-06-10
"E",424,"single_room",2016-06-11
"B",425,"single_room",2016-05-08
"B",425,"single_room",2016-05-09
"B",425,"single_room",2016-05-10
"B",425,"single_room",2016-05-11
"B",425,"single_room",2016-05-12
"C",426,"royalsuite",2015-01-08
"C",426,"royalsuite",2015-01-09
"C",426,"royalsuite",2015-01-10
"C",426,"royalsuite",2015-01-11
"C",426,"royalsuite",2015-01-12
"A",427,"single_room",2016-11-22
"A",427,"single_room",2016-11-23
"A",427,"single_room",2016-11-24
"B",428,"single_room",2015-07-02
"B",428,"single_room",2015-07-03
"B",429,"single_room",2015-10-31
"B",429,"single_room",2015-11-01
"B",430,"single_room",2019-07-04
"B",430,"single_room",2019-07-05
"B",430,"single_room",2019-07-06
"B",430,"single_room",2019-07-07
"A",431,"suite_room",2015-09-16
"A",431,"suite_room",2015-09-17
"A",431,"suite_room",2015-09-18
"A",431,"suite_room",2015-09-19
"C",432,"economy_room",2020-02-13
"C",432,"economy_room",2020-02-14
"C",432,"economy_room",2020-02-15
"C",432,"economy_room",2020-02-16
"A",433,"royalsuite",2017-02-08
"A",433,"royalsuite",2017-02-09
"A",433,"royalsuite",2017-02-10
"A",433,"royalsuite",2017-02-11
"C",434,"royalsuite",2017-09-02
"C",434,"royalsuite",2017-09-03
"C",434,"royalsuite",2017-09-04
"C",434,"royalsuite",2017-09-05
"C",434,"royalsuite",2017-09-06
"C",435,"economy_room",2018-12-21
"C",435,"economy_room",2018-12-22
"C",435,"economy_room",2018-12-23
"C",435,"economy_room",2018-12-24
"C",435,"economy_room",2018-12-25
"A",436,"suite_room",2018-12-15
"A",436,"suite_room",2018-12-16
"A",436,"suite_room",2018-12-17
"A",436,"suite_room",2018-12-18
"A",436,"suite_room",2018-12-19
"A",436,"suite_room",2018-12-20
"E",437,"single_room",2017-07-29
"E",437,"single_room",2017-07-30
"E",437,"single_room",2017-07-31
"E",437,"single_room",2017-08-01
"E",437,"single_room",2017-08-02
"E",437,"single_room",2017-08-03
"A",438,"economy_room",2016-06-05
"A",438,"economy_room",2016-06-06
"A",438,"economy_room",2016-06-07
"E",439,"single_room",2019-02-09
"E",439,"single_room",2019-02-10
"E",439,"single_room",2019-02-11
"B",440,"single_room",2020-05-25
"B",440,"single_room",2020-05-26
"B",440,"single_room",2020-05-27
"B",440,"single_room",2020-05-28
"D",441,"single_room",2016-08-17
"D",441,"single_room",2016-08-18
"D",441,"single_room",2016-08-19
"C",442,"double_room",2019-05-23
"C",442,"double_room",2019-05-24
"C",442,"double_room",2019-05-25
"C",442,"double_room",2019-05-26
"D",443,"single_room",2019-08-04
"D",443,"single_room",2019-08-05
"D",443,"single_room",2019-08-06
"D",443,"single_room",2019-08-07
"D",443,"single_room",2019-08-08
"A",444,"single_room",2017-11-08
"A",444,"single_room",2017-11-09
"B",445,"single_room",2019-09-24
"B",445,"single_room",2019-09-25
"B",445,"single_room",2019-09-26
"E",446,"single_room",2020-05-01
"E",446,"single_room",2020-05-02
"E",446,"single_room",2020-05-03
"E",446,"single_room",2020-05-04
"B",447,"single_room",2018-11-06
"B",447,"single_room",2018-11-07
"C",448,"economy_room",2016-04-09
"C",448,"economy_room",2016-04-10
"C",448,"economy_room",2016-04-11
"C",448,"economy_room",2016-04-12
"D",449,"suite_room",2017-06-08
"D",449,"suite_room",2017-06-09
"D",450,"single_room",2018-09-17
"D",450,"single_room",2018-09-18
"D",450,"single_room",2018-09-19
"D",450,"single_room",2018-09-20
"D",450,"single_room",2018-09-21
"B",451,"single_room",2016-11-04
"B",451,"single_room",2016-11-05
"B",451,"single_room",2016-11-06
"B",451,"single_room",2016-11-07
"B",451,"single_room",2016-11-08
"B",451,"single_room",2016-11-09
"B",451,"single_room",2016-11-10
"C",452,"suite_room",2020-09-16
"C",452,"suite_room",2020-09-17
"D",453,"single_room",2017-10-19
"D",453,"single_room",2017-10-20
"D",453,"single_room",2017-10-21
"D",453,"single_room",2017-10-22
"C",454,"single_room",2017-01-07
"C",454,"single_room",2017-01-08
"C",454,"single_room",2017-01-09
"C",454,"single_room",2017-01-10
"E",455,"royalsuite",2016-02-12
"E",455,"royalsuite",2016-02-13
"B",456,"economy_room",2016-02-01
"B",456,"economy_room",2016-02-02
"B",456,"economy_room",2016-02-03
"B",456,"economy_room",2016-02-04
"A",457,"suite_room",2015-12-30
"A",457,"suite_room",2015-12-31
"A",457,"suite_room",2016-01-01
"B",458,"single_room",2016-01-17
"B",458,"single_room",2016-01-18
"B",458,"single_room",2016-01-19
"E",459,"double_room",2020-11-12
"E",459,"double_room",2020-11-13
"E",459,"double_room",2020-11-14
"E",459,"double_room",2020-11-15
"E",459,"double_room",2020-11-16
"E",459,"double_room",2020-11-17
"E",459,"double_room",2020-11-18
"A",460,"suite_room",2015-04-15
"A",460,"suite_room",2015-04-16
"A",460,"suite_room",2015-04-17
"D",461,"double_room",2018-07-10
"D",461,"double_room",2018-07-11
"D",461,"double_room",2018-07-12
"D",461,"double_room",2018-07-13
"D",461,"double_room",2018-07-14
"A",462,"single_room",2016-10-08
"A",462,"single_room",2016-10-09
"A",462,"single_room",2016-10-10
"A",462,"single_room",2016-10-11
"B",463,"double_room",2019-06-22
"B",463,"double_room",2019-06-23
"B",463,"double_room",2019-06-24
"C",464,"double_room",2020-02-06
"C",464,"double_room",2020-02-07
"C",464,"double_room",2020-02-08
"C",464,"double_room",2020-02-09
"E",465,"single_room",2020-05-14
"E",465,"single_room",2020-05-15
"E",465,"single_room",2020-05-16
"E",465,"single_room",2020-05-17
"E",465,"single_room",2020-05-18
"E",465,"single_room",2020-05-19
"C",466,"double_room",2015-01-29
"C",466,"double_room",2015-01-30
"B",467,"double_room",2020-01-05
"B",467,"double_room",2020-01-06
"A",468,"suite_room",2019-09-30
"A",468,"suite_room",2019-10-01
"A",469,"single_room",2020-02-07
"A",469,"single_room",2020-02-08
"D",470,"single_room",2018-03-19
"D",470,"single_room",2018-03-20
"D",470,"single_room",2018-03-21
"D",470,"single_room",2018-03-22
"D",470,"single_room",2018-03-23
"E",471,"single_room",2015-01-20
"E",471,"single_room",2015-01-21
"E",471,"single_room",2015-01-22
"E",471,"single_room",2015-01-23
"E",471,"single_room",2015-01-24
"E",471,"single_room",2015-01-25
"E",471,"single_room",2015-01-26
"D",472,"single_room",2015-06-19
"D",472,"single_room",2015-06-20
"D",472,"single_room",2015-06-21
"A",473,"double_room",2018-10-11
"A",473,"double_room",2018-10-12
"A",473,"double_room",2018-10-13
"A",473,"double_room",2018-10-14
"A",473,"double_room",2018-10-15
"A",473,"double_room",2018-10-16
"C",474,"single_room",2018-04-01
"C",474,"single_room",2018-04-02
"C",474,"single_room",2018-04-03
"C",475,"economy_room",2017-04-17
"C",475,"economy_room",2017-04-18
"C",475,"economy_room",2017-04-19
"C",475,"economy_room",2017-04-20
"D",476,"double_room",2019-01-17
"D",476,"double_room",2019-01-18
"D",476,"double_room",2019-01-19
"D",476,"double_room",2019-01-20
"D",477,"double_room",2020-06-15
"D",477,"double_room",2020-06-16
"D",477,"double_room",2020-06-17
"D",477,"double_room",2020-06-18
"D",477,"double_room",2020-06-19
"D",477,"double_room",2020-06-20
"D",477,"double_room",2020-06-21
"C",478,"single_room",2020-06-28
"C",478,"single_room",2020-06-29
"C",478,"single_room",2020-06-30
"C",478,"single_room",2020-07-01
"C",478,"single_room",2020-07-02
"C",478,"single_room",2020-07-03
"C",478,"single_room",2020-07-04
"B",479,"economy_room",2019-09-07
"B",479,"economy_room",2019-09-08
"B",479,"economy_room",2019-09-09
"B",479,"economy_room",2019-09-10
"B",479,"economy_room",2019-09-11
"B",479,"economy_room",2019-09-12
"E",480,"single_room",2016-01-07
"E",480,"single_room",2016-01-08
"E",480,"single_room",2016-01-09
"C",481,"economy_room",2017-10-24
"C",481,"economy_room",2017-10-25
"C",481,"economy_room",2017-10-26
"B",482,"single_room",2018-08-31
"B",482,"single_room",2018-09-01
"A",483,"single_room",2016-08-19
"A",483,"single_room",2016-08-20
"B",484,"single_room",2020-01-18
"B",484,"single_room",2020-01-19
"C",485,"single_room",2017-10-10
"C",485,"single_room",2017-10-11
"C",485,"single_room",2017-10-12
"D",486,"single_room",2016-09-02
"D",486,"single_room",2016-09-03
"D",486,"single_room",2016-09-04
"A",487,"double_room",2016-09-19
"A",487,"double_room",2016-09-20
"A",487,"double_room",2016-09-21
"A",487,"double_room",2016-09-22
"D",488,"economy_room",2015-05-09
"D",488,"economy_room",2015-05-10
"D",488,"economy_room",2015-05-11
"D",488,"economy_room",2015-05-12
"A",489,"single_room",2017-10-07
"A",489,"single_room",2017-10-08
"E",490,"single_room",2016-04-21
"E",490,"single_room",2016-04-22
"E",490,"single_room",2016-04-23
"E",490,"single_room",2016-04-24
"E",490,"single_room",2016-04-25
"E",490,"single_room",2016-04-26
"C",491,"single_room",2018-03-01
"C",491,"single_room",2018-03-02
"C",491,"single_room",2018-03-03
"C",491,"single_room",2018-03-04
"C",491,"single_room",2018-03-05
"E",492,"suite_room",2016-06-20
"E",492,"suite_room",2016-06-21
"E",492,"suite_room",2016-06-22
"E",492,"suite_room",2016-06-23
"E",492,"suite_room",2016-06-24
"E",492,"suite_room",2016-06-25
"E",492,"suite_room",2016-06-26
"D",493,"economy_room",2016-09-15
"D",493,"economy_room",2016-09-16
"D",493,"economy_room",2016-09-17
"D",493,"economy_room",2016-09-18
"A",494,"single_room",2017-08-05
"A",494,"single_room",2017-08-06
"A",494,"single_room",2017-08-07
"A",494,"single_room",2017-08-08
"A",494,"single_room",2017-08-09
"A",494,"single_room",2017-08-10
"A",494,"single_room",2017-08-11
"B",495,"suite_room",2017-07-30
"B",495,"suite_room",2017-07-31
"B",495,"suite_room",2017-08-01
"B",495,"suite_room",2017-08-02
"B",495,"suite_room",2017-08-03
"C",496,"single_room",2019-05-11
"C",496,"single_room",2019-05-12
"C",496,"single_room",2019-05-13
"C",496,"single_room",2019-05-14
"C",496,"single_room",2019-05-15
"C",496,"single_room",2019-05-16
"C",496,"single_room",2019-05-17
"C",496,"single_room",2019-05-18
"C",497,"double_room",2018-09-16
"C",497,"double_room",2018-09-17
"D",498,"single_room",2019-10-06
"D",498,"single_room",2019-10-07
"D",498,"single_room",2019-10-08
"D",498,"single_room",2019-10-09
"D",498,"single_room",2019-10-10
"D",498,"single_room",2019-10-11
"E",499,"single_room",2017-03-16
"E",499,"single_room",2017-03-17
"E",499,"single_room",2017-03-18
"E",499,"single_room",2017-03-19
"D",500,"economy_room",2018-05-17
"D",500,"economy_room",2018-05-18
"D",500,"economy_room",2018-05-19
